_3FGL,Na,RAJ2000,DEJ2000,amaj,amin,phi,Sig,F35,S25,Gamma,Mod,Var,Flag,Assoc,TeV,Class,ID,Simbad,File,LC,F1,E_F1,F2,E_F2,F3,E_F3,F4,E_F4,F5,E_F5,Source,TYPE,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,RA_d,DEC_d,SCRIPT_NUMBER_ID,Ang_Sep,Var_1,LL,VHE,SpCl,SEDCl,z,alpha,e_alpha,Var_2,F2_F1,F4_F3
J1814.1-1734c,4,273.545,-17.582,0.070,0.053,-64,9.0,5.3,82.0,2.55,PL,,"6,7",2FGL J1814.1-1735c,,,,Simbad,J1814.1-1734c,LC,20.40,1.70,4.24,0.66,5.58,0.90,5.95,1.92,0.70,0.47,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.07
J1815.1+5919,1,273.794,59.326,0.213,0.157,42,6.2,0.3,5.1,2.69,PL,,,,,,,Simbad,J1815.1p5919,LC,1.04,0.31,0.20,0.05,0.23,0.08,0.22,0.20,0.00,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.96
J1816.0-6407,3,274.002,-64.133,0.123,0.094,-16,9.9,0.6,8.9,2.54,PL,,,2FGL J1815.6-6407,,,,Simbad,J1816.0-6407,LC,1.29,0.37,0.31,0.06,0.55,0.12,0.92,0.37,0.00,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.67
J1816.2-2726,1,274.059,-27.446,0.134,0.093,-66,7.3,1.0,13.7,2.42,PL,,,,,,,Simbad,J1816.2-2726,LC,2.94,0.73,0.45,0.12,0.75,0.21,2.65,0.77,0.12,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,3.53
J1816.5+4512,2,274.132,45.201,0.045,0.043,-84,22.1,1.7,12.1,2.15,EC,,"1,4",2FGL J1816.5+4511,,PSR,PSR J1816+4510,Simbad,J1816.5p4512,LC,0.86,0.24,0.40,0.04,1.32,0.14,3.06,0.54,0.16,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,2.32
J1816.5-1145,1,274.126,-11.765,0.104,0.081,-51,5.9,1.6,23.6,2.48,PL,,,,,,,Simbad,J1816.5-1145,LC,4.24,2.26,1.01,0.30,1.50,0.41,1.71,0.86,0.46,0.30,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.14
J1816.9-4944,1,274.233,-49.745,0.086,0.073,78,9.7,1.0,5.2,2.21,LP,T,3,2FGL J1816.7-4942,,bcu,PMN J1816-4943,Simbad,J1816.9-4944,LC,0.00,0.18,0.21,0.05,0.83,0.14,1.56,0.48,0.00,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
J1817.2-1739,1,274.304,-17.651,0.057,0.048,56,6.4,2.5,29.4,2.27,PL,,1,1AGL J1815-1732,,spp,,Simbad,J1817.2-1739,LC,0.24,2.70,1.26,0.37,2.16,0.59,6.59,1.53,0.86,0.44,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,3.05
J1817.3-3033,1,274.342,-30.552,0.095,0.089,-84,4.3,0.5,6.2,2.18,PL,,4,,,,,Simbad,J1817.3-3033,LC,1.26,0.76,0.30,0.10,0.41,0.18,0.85,0.49,0.20,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2.07
J1817.7+2530,1,274.434,25.505,0.246,0.199,15,4.7,0.3,5.5,2.59,PL,,,1FGL J1817.0+2519,,,,Simbad,J1817.7p2530,LC,0.68,0.40,0.25,0.07,0.22,0.12,0.58,0.37,0.00,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,2.64
J1818.5+1320,1,274.633,13.337,0.205,0.112,81,4.2,0.4,4.4,2.01,PL,,,,,,,Simbad,J1818.5p1320,LC,0.45,0.41,0.05,0.06,0.41,0.13,1.14,0.45,0.16,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,2.78
J1818.6+0903,2,274.655,9.061,0.060,0.052,85,13.7,1.4,17.9,2.37,PL,T,,2FGL J1818.6+0903,,fsrq,MG1 J181841+0903,Simbad,J1818.6p0903,LC,2.27,0.54,0.57,0.09,1.43,0.20,2.29,0.62,0.57,0.28,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.60
J1818.7-1528,1,274.696,-15.470,0.092,0.069,65,13.3,7.5,65.2,2.42,LP,T,7,,,spp,,Simbad,J1818.7-1528,LC,4.61,2.18,3.40,0.53,6.12,0.82,7.84,1.81,0.69,0.44,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,1.28
J1819.1+2134,1,274.790,21.574,0.075,0.059,67,6.5,0.5,5.7,2.25,PL,,,2FGL J1818.7+2138,,bcu,MG2 J181902+2132,Simbad,J1819.1p2134,LC,0.46,0.38,0.13,0.06,0.31,0.12,0.67,0.38,0.58,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,2.16
J1819.1+4259,1,274.791,42.993,0.090,0.083,-26,5.3,0.3,4.0,2.51,PL,,1,,,bcu,NVSS J181927+425800,Simbad,J1819.1p4259,LC,0.78,0.29,0.15,0.05,0.04,0.08,0.84,0.34,0.09,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,21.00
J1819.5-1345,1,274.897,-13.762,0.087,0.085,-74,7.7,2.9,41.2,2.48,PL,T,"4,6",,,,,Simbad,J1819.5-1345,LC,9.55,3.33,2.29,0.37,1.83,0.57,4.22,1.37,0.46,0.33,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2.31
J1819.5-2045c,1,274.876,-20.766,0.131,0.087,-3,4.9,1.0,14.3,2.46,PL,,"1,4",,,,,Simbad,J1819.5-2045c,LC,4.70,1.17,0.73,0.18,0.63,0.30,2.05,0.78,0.36,0.30,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,3.25
J1820.3+3625,1,275.079,36.427,0.080,0.067,2,6.1,0.3,3.3,1.78,PL,,,2FGL J1820.6+3625,,bcu,NVSS J182021+362343,Simbad,J1820.3p3625,LC,0.33,0.24,0.06,0.04,0.10,0.07,0.47,0.30,0.60,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,4.70
J1820.3-1529c,1,275.100,-15.489,0.086,0.075,-69,4.7,2.4,29.5,2.33,PL,,"5,6",,,,,Simbad,J1820.3-1529c,LC,11.52,4.07,1.52,0.59,1.83,0.74,5.01,1.51,0.31,0.40,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,2.74
J1820.4-3217,2,275.103,-32.286,0.157,0.110,59,6.2,0.8,9.6,2.34,PL,,3,2FGL J1820.6-3219,,,,Simbad,J1820.4-3217,LC,1.05,0.63,0.40,0.09,0.95,0.20,1.61,0.61,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,1.69
J1821.6-1436c,2,275.417,-14.612,0.070,0.050,55,7.7,3.7,44.5,2.29,PL,,6,0FGL J1821.4-1444,,,,Simbad,J1821.6-1436c,LC,0.00,4.51,1.11,0.44,3.00,0.71,7.66,1.88,1.70,0.62,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
J1821.9+6636,1,275.477,66.601,0.091,0.067,-62,6.5,0.3,3.3,2.04,PL,,,,,,,Simbad,J1821.9p6636,LC,0.71,0.24,0.05,0.03,0.16,0.07,0.64,0.26,0.26,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,4.00
J1822.1-7051,1,275.546,-70.860,0.265,0.185,83,5.5,0.3,5.3,2.70,PL,,1,,,bcu,PMN J1823-7056,Simbad,J1822.1-7051,LC,1.18,0.36,0.18,0.06,0.21,0.10,0.38,0.30,0.00,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.81
J1823.2-1339,3,275.820,-13.651,0.029,0.025,-25,16.6,11.5,92.9,2.29,LP,,1,2FGL J1823.1-1338c,,,HESS J1825-137 field,Simbad,J1823.2-1339,LC,6.64,3.68,2.98,0.40,9.31,0.89,21.03,2.34,2.76,0.74,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2.26
J1823.2-4722,1,275.805,-47.381,0.098,0.092,-86,5.4,0.4,4.8,2.04,PL,,,,,,,Simbad,J1823.2-4722,LC,0.01,0.26,0.08,0.05,0.50,0.12,1.47,0.48,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,2.94
J1823.4+6857,1,275.865,68.951,0.065,0.049,-35,14.5,0.8,9.5,2.28,PL,,,2FGL J1823.7+6856,,bll,7C 1823+6856,Simbad,J1823.4p6857,LC,1.30,0.37,0.28,0.04,0.57,0.10,2.02,0.40,0.17,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,3.54
J1823.6-3453,3,275.909,-34.895,0.025,0.023,-14,19.6,1.7,22.6,1.75,PL,,,1FHL J1823.7-3455,,bcu,NVSS J182338-345412,Simbad,J1823.6-3453,LC,0.20,0.36,0.21,0.07,1.13,0.18,5.96,0.82,2.18,0.47,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,5.27
J1823.7-3019,1,275.927,-30.329,0.053,0.047,-39,11.6,1.4,16.0,2.18,PL,,,2FGL J1823.4-3014,,PSR,PSR J1823-3021A,Simbad,J1823.7-3019,LC,0.85,0.69,0.47,0.09,1.33,0.21,2.99,0.67,0.31,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,2.25
J1824.0+1017,1,276.022,10.291,0.089,0.079,-86,6.7,0.6,7.0,1.99,PL,,,,,psr,PSR J1824+10,Simbad,J1824.0p1017,LC,0.15,0.49,0.12,0.07,0.49,0.15,2.28,0.58,0.06,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,4.65
J1824.2+5649,2,276.058,56.833,0.034,0.032,-16,34.5,2.0,28.3,2.46,PL,T,,2FGL J1824.0+5650,,bll,4C +56.27,Simbad,J1824.2p5649,LC,4.52,0.34,0.95,0.06,1.83,0.15,2.88,0.50,0.32,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.57
J1824.2-5427,1,276.052,-54.452,0.096,0.088,56,5.4,0.4,4.6,2.21,PL,,,,,,,Simbad,J1824.2-5427,LC,0.17,0.33,0.04,0.05,0.48,0.12,0.98,0.37,0.05,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2.04
J1824.3-0620,1,276.099,-6.339,0.056,0.052,-69,9.8,1.9,21.9,2.24,PL,,"3,10",,,,,Simbad,J1824.3-0620,LC,4.39,1.13,0.36,0.17,1.02,0.30,6.77,1.07,0.45,0.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,6.64
J1824.4+4310,1,276.102,43.169,0.065,0.060,21,5.0,0.2,2.3,1.72,PL,,,2FGL J1823.8+4312,,bcu,1RXS J182418.7+430954,Simbad,J1824.4p4310,LC,0.01,0.32,0.00,0.03,0.14,0.08,0.55,0.29,0.25,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,3.93
J1824.5-1351e,4,276.130,-13.852,,,,16.8,7.8,161.2,1.59,LP,,,1FGL J1825.7-1410c,E,PWN,HESS J1825-137,Simbad,J1824.5-1351e,LC,0.03,2.26,0.01,0.36,1.07,1.22,32.40,5.01,24.38,2.51,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,30.28
J1824.6-2451,2,276.160,-24.860,0.071,0.048,53,19.2,3.4,28.8,2.33,EC,,,2FGL J1824.8-2449,,PSR,PSR J1824-2452A,Simbad,J1824.6-2451,LC,2.79,0.92,1.19,0.12,2.90,0.28,5.38,0.90,0.14,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,1.86
J1825.2-5230,1,276.321,-52.509,0.044,0.040,-6,21.6,2.0,16.5,2.23,LP,T,,2FGL J1825.1-5231,,bcu,PKS 1821-525,Simbad,J1825.2-5230,LC,1.26,0.31,0.71,0.06,1.58,0.17,2.88,0.59,0.62,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,1.82
J1826.1-1256,5,276.538,-12.943,0.013,0.012,89,76.3,53.4,414.7,2.26,EC,,,2FGL J1826.1-1256,,PSR,LAT PSR J1826-1256,Simbad,J1826.1-1256,LC,34.31,2.01,17.10,0.45,45.27,1.07,75.06,3.26,1.91,0.61,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,1.66
J1826.2-1450,4,276.568,-14.847,0.019,0.018,2,35.1,19.1,280.7,2.57,LP,,,1FHL J1826.2-1450,P,HMB,LS 5039,Simbad,J1826.2-1450,LC,46.40,2.83,11.01,0.49,18.28,0.94,19.55,2.13,2.24,0.62,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.07
J1827.3-1446,1,276.834,-14.767,0.062,0.044,78,9.1,5.3,22.2,2.54,LP,,"5,12",2FGL J1827.4-1445c,,,,Simbad,J1827.3-1446,LC,0.09,1.82,0.57,0.23,3.44,0.72,11.82,1.89,0.44,0.36,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,3.44
J1827.6-0846,1,276.908,-8.771,0.054,0.048,53,8.7,2.4,30.6,2.36,PL,,3,2FGL J1827.4-0846,,,,Simbad,J1827.6-0846,LC,6.72,1.75,1.06,0.26,2.53,0.46,4.84,1.20,0.70,0.36,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,1.91
J1827.7+1141,1,276.925,11.697,0.104,0.085,73,6.5,0.7,7.6,2.11,PL,,,2FGL J1827.6+1149,,,,Simbad,J1827.7p1141,LC,0.01,0.47,0.23,0.08,0.68,0.17,1.98,0.56,0.00,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,2.91
J1828.4-1121,2,277.109,-11.363,0.241,0.116,45,9.9,4.4,44.2,2.54,LP,T,"1,3,4,9",2FGL J1828.3-1124c,,spp,,Simbad,J1828.4-1121,LC,3.54,1.58,2.43,0.34,3.82,0.73,2.05,1.63,0.00,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.54
J1828.9-2417,2,277.245,-24.292,0.056,0.050,34,8.8,1.0,11.4,1.99,PL,,,1FHL J1828.9-2417,,bcu,1RXS J182853.8-241746,Simbad,J1828.9-2417,LC,1.64,0.97,0.13,0.10,0.75,0.20,2.17,0.67,0.97,0.34,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,2.89
J1829.2+2731,1,277.313,27.525,0.131,0.115,44,8.6,0.5,9.1,2.62,PL,,,2FGL J1829.1+2725,,,,Simbad,J1829.2p2731,LC,1.66,0.39,0.39,0.07,0.40,0.12,0.55,0.34,0.00,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.38
J1829.2+3229,1,277.306,32.498,0.154,0.148,-82,5.7,0.4,5.1,2.29,PL,,9,2FGL J1828.7+3231,,,,Simbad,J1829.2p3229,LC,0.14,0.34,0.14,0.06,0.51,0.12,0.75,0.37,0.00,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.47
J1829.2-1504,1,277.321,-15.083,0.108,0.065,-67,5.1,0.6,8.4,1.61,PL,,1,,,,,Simbad,J1829.2-1504,LC,5.22,2.44,0.05,0.23,0.37,0.35,1.29,0.78,0.82,0.41,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,3.49
J1829.3-0135c,1,277.332,-1.590,0.183,0.105,4,4.7,1.3,17.2,2.41,PL,,"3,5,6",,,,,Simbad,J1829.3-0135c,LC,0.87,2.12,0.50,0.30,1.08,0.38,2.65,0.92,0.45,0.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,2.45
J1829.4+5402,2,277.351,54.049,0.037,0.034,-27,13.2,0.6,7.2,1.93,PL,,,2FGL J1829.2+5402,,bll,1RXS J182925.7+540255,Simbad,J1829.4p5402,LC,0.42,0.23,0.13,0.04,0.42,0.09,1.33,0.36,0.83,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,3.17
J1829.6+4844,2,277.414,48.749,0.043,0.037,57,24.1,1.5,19.1,2.37,PL,T,,2FGL J1829.7+4846,,ssrq,3C 380,Simbad,J1829.6p4844,LC,2.60,0.32,0.64,0.05,1.25,0.14,2.31,0.49,0.25,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.85
J1829.7-1304,1,277.441,-13.071,0.079,0.060,-28,6.5,2.2,25.5,2.25,PL,,1,,,spp,,Simbad,J1829.7-1304,LC,1.19,2.50,0.64,0.31,2.72,0.52,4.19,1.27,0.76,0.39,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,1.54
J1829.8+1328,1,277.464,13.470,0.176,0.116,-55,4.8,0.4,5.3,1.87,PL,,,2FGL J1830.0+1325,,bll,MG1 J183001+1323,Simbad,J1829.8p1328,LC,0.25,0.38,0.03,0.07,0.46,0.15,0.99,0.45,0.38,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,2.15
J1829.9-0203c,1,277.488,-2.054,0.181,0.128,39,5.3,1.8,23.0,2.39,PL,,"6,9",2FGL J1829.8-0204c,,,,Simbad,J1829.9-0203c,LC,0.03,2.68,0.51,0.41,1.53,0.45,4.58,1.18,0.27,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,2.99
J1830.0-4439,1,277.507,-44.658,0.067,0.064,-81,19.2,1.4,17.0,2.47,LP,T,,2FGL J1830.2-4441,,bcu,PMN J1830-4441,Simbad,J1830.0-4439,LC,2.53,0.31,0.77,0.07,1.37,0.17,1.33,0.48,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.97
J1830.1+0617,3,277.538,6.292,0.049,0.041,-43,13.2,1.7,18.7,2.11,PL,T,,2FGL J1830.1+0617,,fsrq,TXS 1827+062,Simbad,J1830.1p0617,LC,1.15,0.57,0.45,0.10,1.63,0.24,4.67,0.81,0.80,0.33,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,2.87
J1830.7-1630,1,277.698,-16.514,0.075,0.055,-8,12.1,2.2,30.4,2.44,PL,,,2FGL J1830.4-1634,,,,Simbad,J1830.7-1630,LC,6.68,1.36,0.70,0.17,1.88,0.30,4.38,0.95,0.58,0.31,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,2.33
J1830.8-3136,1,277.711,-31.603,0.118,0.086,-25,5.3,0.6,6.8,2.19,PL,,,2FGL J1830.9-3132,,,,Simbad,J1830.8-3136,LC,0.31,0.52,0.11,0.08,0.82,0.17,1.50,0.57,0.09,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,1.83
J1831.0-2714,1,277.763,-27.235,0.128,0.102,-13,4.9,0.6,7.2,2.21,PL,,,,,bcu,PMN J1831-2714,Simbad,J1831.0-2714,LC,1.61,0.56,0.18,0.09,0.56,0.18,1.19,0.55,0.35,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,2.12
J1831.6-6503,2,277.919,-65.066,0.102,0.072,-46,8.6,0.7,3.0,2.06,LP,,12,2FGL J1832.2-6502,,,,Simbad,J1831.6-6503,LC,0.20,0.17,0.04,0.03,0.49,0.11,1.64,0.45,0.07,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,3.35
J1831.7-0157c,2,277.948,-1.961,0.106,0.099,-68,5.1,1.7,27.1,2.54,PL,,,2FGL J1832.0-0200,,,,Simbad,J1831.7-0157c,LC,6.19,3.67,1.56,0.39,0.91,0.44,2.63,1.06,0.67,0.36,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2.89
J1831.7-0230,1,277.942,-2.501,0.092,0.086,-34,9.3,2.8,42.6,2.63,LP,,"5,6",,,,,Simbad,J1831.7-0230,LC,11.40,2.61,1.73,0.35,2.43,0.45,2.39,1.02,0.30,0.27,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.98
J1832.4-5659,2,278.117,-56.996,0.069,0.060,-7,12.7,0.9,10.9,2.31,PL,,,2FGL J1832.7-5700,,bll,PMN J1832-5659,Simbad,J1832.4-5659,LC,1.88,0.33,0.23,0.06,0.99,0.14,1.27,0.41,0.35,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.28
J1833.5-1033,2,278.394,-10.560,0.035,0.030,-40,16.9,6.0,79.2,2.39,PL,,,2FGL J1833.6-1032,,PSR,PSR J1833-1034,Simbad,J1833.5-1033,LC,14.74,2.12,2.57,0.32,6.46,0.63,10.24,1.67,1.45,0.53,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,1.59
J1833.6-2103,5,278.411,-21.057,0.014,0.014,-27,129.7,20.5,283.2,2.49,LP,T,,1FHL J1833.7-2105,,fsrq,PKS 1830-211,Simbad,J1833.6-2103,LC,48.60,0.86,11.33,0.19,17.72,0.49,26.04,1.58,3.02,0.55,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.47
J1833.9-0711,1,278.480,-7.193,0.098,0.065,-69,7.0,3.5,38.9,2.11,PL,T,"3,5,9",,,spp,,Simbad,J1833.9-0711,LC,2.66,2.48,1.59,0.44,3.46,0.88,6.01,1.77,2.45,0.79,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,1.74
J1834.5-0841,3,278.629,-8.684,0.030,0.025,32,13.9,6.3,71.1,2.17,PL,,3,0FGL J1834.4-0841,E,snr,W 41,Simbad,J1834.5-0841,LC,2.94,2.54,1.75,0.36,5.02,0.78,15.95,2.29,2.92,0.75,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,3.18
J1834.6-0659,1,278.665,-6.990,0.039,0.036,53,9.5,4.3,47.9,2.05,PL,,,1FHL J1834.6-0703,,spp,,Simbad,J1834.6-0659,LC,1.83,3.86,0.15,1.18,2.77,1.01,10.30,1.98,3.42,0.83,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,3.72
J1834.8-0630c,1,278.713,-6.511,0.080,0.079,-16,4.7,1.9,21.7,2.21,PL,,6,,,,,Simbad,J1834.8-0630c,LC,0.12,4.08,1.50,0.51,0.58,0.56,3.01,1.40,1.22,0.51,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,12.50,5.19
J1835.4+1349,2,278.859,13.826,0.134,0.104,-63,4.2,0.4,6.2,2.46,PL,,,2FGL J1835.4+1349,,bcu,TXS 1833+137,Simbad,J1835.4p1349,LC,0.21,0.57,0.42,0.10,0.31,0.16,1.04,0.46,0.04,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,3.35
J1835.7-3258,2,278.944,-32.971,0.094,0.085,24,8.1,1.1,5.8,2.29,LP,,,2FGL J1835.6-3258,,glc,NGC 6652,Simbad,J1835.7-3258,LC,0.45,0.24,0.25,0.06,0.93,0.18,1.03,0.46,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,1.11
J1836.2+5925,6,279.061,59.431,0.007,0.007,35,438.1,99.3,598.3,1.91,EC,,,1FHL J1836.4+5925,,PSR,LAT PSR J1836+5925,Simbad,J1836.2p5925,LC,27.01,0.41,21.15,0.15,83.44,0.74,152.37,2.95,3.26,0.46,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.83
J1836.3+3137,2,279.098,31.622,0.058,0.053,67,10.1,0.8,9.6,2.35,PL,T,,2FGL J1836.2+3137,,bll,RX J1836.2+3136,Simbad,J1836.3p3137,LC,1.70,0.53,0.24,0.07,0.70,0.14,1.28,0.43,0.29,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.83
J1836.5-0655e,3,279.140,-6.920,,,,14.1,9.7,108.8,1.97,PL,,,1FGL J1837.5-0659c,E,PWN,HESS J1837-069,Simbad,J1836.5-0655e,LC,0.01,7.23,2.74,0.88,6.85,1.26,15.47,2.92,9.02,1.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,274.00,2.26
J1837.3-2403,1,279.330,-24.060,0.212,0.134,-47,5.1,0.7,8.7,2.40,PL,,,,,,,Simbad,J1837.3-2403,LC,1.10,0.75,0.16,0.10,0.62,0.18,1.54,0.62,0.01,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.48
J1837.6-0717,1,279.402,-7.297,0.086,0.057,34,5.6,2.4,26.6,2.04,PL,,"1,4,5",,,,,Simbad,J1837.6-0717,LC,9.01,2.91,0.52,0.52,3.28,0.82,4.81,1.82,1.13,0.59,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.47
J1837.9-0607,1,279.488,-6.126,0.055,0.049,-5,6.6,3.6,42.7,2.27,PL,,"3,4,5",,,PSR,PSR J1837-0604,Simbad,J1837.9-0607,LC,15.69,6.14,0.96,0.74,4.47,0.87,6.94,1.95,1.09,0.53,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.55
J1838.1+3827,1,279.550,38.463,0.179,0.160,22,6.9,0.3,5.9,2.72,PL,,1,2FGL J1837.9+3821,,,,Simbad,J1838.1p3827,LC,1.34,0.29,0.15,0.05,0.31,0.10,0.52,0.31,0.03,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.68
J1838.5-6006,1,279.636,-60.111,0.106,0.091,2,6.1,0.4,4.4,1.86,PL,,,,,bcu,SUMSS J183806-600033,Simbad,J1838.5-6006,LC,0.20,0.23,0.05,0.05,0.28,0.10,1.26,0.42,0.34,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4.50
J1838.8+4802,3,279.702,48.037,0.030,0.028,-6,20.2,1.2,14.4,1.81,PL,,,1FHL J1838.8+4800,,bll,GB6 J1838+4802,Simbad,J1838.8p4802,LC,0.65,0.30,0.16,0.04,0.71,0.11,3.29,0.55,1.57,0.36,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4.63
J1838.9-0537,1,279.733,-5.626,0.023,0.022,53,23.3,20.1,159.6,2.27,EC,,,,,PSR,LAT PSR J1838-0537,Simbad,J1838.9-0537,LC,13.92,8.20,7.65,0.59,14.54,1.18,35.22,2.97,1.85,0.62,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,2.42
J1838.9-0646,1,279.728,-6.776,0.078,0.059,-66,7.1,2.6,30.0,1.92,PL,,,,,,,Simbad,J1838.9-0646,LC,0.00,3.78,0.02,0.46,2.41,0.70,8.38,1.82,1.64,0.63,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
